"Year","Variable","SMD_before","SMD_after"
1997,"treecover_area_2000",0.396900833317668,0.0844257636791824
1997,"slope_2000",0.111933818173732,0.0613945207795672
1997,"elevation_2000",0.285132863076185,0.0484997195892866
1997,"population_count_2000",0.887214383471804,0.133546608209452
1997,"traveltime_2000_2000",0.166158186209382,0.00407972514824357
