"Year","Variable","SMD_before","SMD_after"
2008,"treecover_area_2000",0.728949973405024,0.00742511183954586
2008,"slope_2000",0.105033886202732,0.0180157671584066
2008,"elevation_2000",0.568084645592485,0.0559326984485073
2008,"population_count_2000",0.975569970355369,0.049740856851397
2008,"traveltime_2000_2000",0.365350519068346,0.0180885022017204
